address,avg_gas,bytecode_len,distinct_tokens,exploit_score,log_tvl,token_transfer_count,total_tvl_usd,tx_count,unique_byte_pairs,unique_callers
0x92e7e77163ffed918421e3cb6e0a22f2fe8b37fa,1788443,21568,2,1.2739573990821784,6.227136068454378,87,1687080.5207458122,2,254,2
0x5dafb315d9c358d628fb62041104e4c5a2b3080b,727352.3336041159,15087,1,1.2738646197151753,7.528148170983941,2978,33740239.27270493,7386,256,3934
0x72f98cb6ebfa8348b569bb4a35c935e25fdc64c9,2506338.5,18804,1,1.2738378706439386,5.589424294636755,276,388528.76430363394,2,254,1
0x37f50fb5723752ebd2c07aaa50fb0b6f4c2ea907,2462480,21526,2,1.2737693330520177,5.44681138048328,8,279775.59510390984,2,256,1
0xab21edaeaab35cb3f0cf0208768e3d96ac090aec,2462578.5,21526,2,1.2736740214222388,5.423797616752796,8,265335.8791637573,2,256,1
0x2e17509724dbe94d9cb03c3ecdab6a49bc78af94,1962938,13180,1,1.273640704682609,6.578669607013564,92,3790264.278144218,2,252,1
0x817e30fd53b2fe30f87a4dc450811029961babf9,1962938,13180,1,1.2736314475696988,6.576447899915089,112,3770924.044411983,2,252,1
0x5182fede730b31a9cf7f49c5781214b4a99f2370,304110.3582942905,11957,2,1.273548946786913,8.699387484021727,133160,500480871.3405241,50372,255,26050
0xbeefff209270748ddd194831b3fa287a5386f5bc,715590.8418818535,19340,1,1.2735129404775398,10.515977804378755,90185,32807852546.48555,2827,256,342
0x3347253ab753a4a35bc9f061a991155b370895b8,2507192.5,18804,2,1.2735115698512456,5.509928467576702,271,323539.36237210664,2,254,1
0x50002cdfe7ccb0c41f519c6eb0653158d11cd907,225625.56256227,18979,7,1.2735112259116763,8.830926891679239,157197,677527443.3076432,75277,256,51971
0xeffc18fc3b7eb8e676dac549e0c693ad50d1ce31,307492.1816427784,9887,2,1.273502218576235,10.74568645018093,93618,55678361984.42938,47164,244,11886
0x9a74cbff3f36ff1e433ef88d0ec1cdcd1eb79afa,1417185.8215613384,13720,4,1.2734194903788714,7.943420414167836,744,87785019.35400814,1345,255,337
0x1431680ac8d370ab61188f0b41c9140912458306,2463099.5,21526,2,1.2733735880385306,5.350958623851185,3,224365.81546152403,2,256,1
0x324564d26afeb34c3045dddb0f4879cf0f259aa2,2461950.5,21526,2,1.2733392612986807,5.344341320773356,5,220973.07304622294,2,256,1
0x410b72ccfeacbb20a31785edaa358d25a07e143d,717697.0401626421,23816,255,1.2733105821920245,8.426557414770805,88472,267028375.17053342,12051,256,2222
0x5d0bb7610dfc890bb68d9dd6a2703432129622ba,2170970.5,18653,2,1.2732827814081247,5.861539304029084,161,727007.1911118195,2,255,1
0x24179cd81c9e782a4096035f7ec97fb8b783e007,348264.5379609119,14129,2,1.2732374876526262,10.24433994601345,32184,17552538972.58477,51013,256,5428
0xc310e760778ecbca4c65b6c559874757a4c4ece0,391220.5632348195,24544,4,1.2732303392444564,8.902786206410218,18595,799440610.1524239,21689,256,8368
0x51ad27333325b9315a6a0616455eb7883141cdf5,1114906,19003,2,1.2732231420819868,7.7049730670869465,675,50695925.8056509,4,256,2
0x9509665d015bfe3c77aa5ad6ca20c8afa1d98989,267155.5737574426,12191,184,1.2732131468719998,9.110542522933095,96208,1289859844.3398538,31407,256,20692
